MG - REDE DOM PEDRO DE POSTOS LTDA                                                                                                                         02/06/2026 09:49;;;;;;;;;;;
MEDIÇÃO DE TANQUE POR PERÍODO;;;;;;;;;;;
Período: 01/05/2026 a 31/05/2026;;;;;;;;;;;
Depósitos: ATIVOS;;;;;;;;;;;
Modo: ANALÍTICO;;;;;;;;;;;
Agrupar: COMBUSTÍVEL;;;;;;;;;;;
Exibir: SOMENTE COM ESTOQUE;;;;;;;;;;;
Empresa: 2 - MG S - REDE DOM PEDRO DE POSTOS LTDA (DP 1);;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 388 - 387;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-21;0;5999;4500;10499;0;7953;2374,05;2546;-171,9;-373,2;0
2026-05-22;0;7953;4500;12453;0;10545;1812,716;1908;-95,3;-468,5;-11,5
2026-05-23;0;10545;0;10545;0;9362;1205,07;1183;22,1;-446,4;0
2026-05-24;0;9362;0;9362;0;7953;1263,556;1409;-145,4;-591,8;-8,4
2026-05-25;0;7953;0;7953;0;6317;1735,54;1636;99,5;-492,3;-5,9
2026-05-26;0;6317;5000;11317;0;9544;1850,653;1773;77,7;-414,6;-3
2026-05-27;0;9544;0;9544;0;7590;2232,077;1954;278,1;-136,5;0
2026-05-28;0;7590;4500;12090;0;9953;1880,165;2137;-256,8;-393,3;-8,5
2026-05-29;0;9953;0;9953;0;7453;2270,369;2500;-229,6;-622,9;0
2026-05-30;0;7453;0;7453;0;6000;1666,876;1453;213,9;-409;0
2026-05-31;0;6000;0;6000;0;5135;888,086;865;23,1;-385,9;-3,4
Total acumulado combustível;56068,82;56455;-385,9;-7833,3;-61,3;;;;;;
Total geral da empresa;1924445,516;1927294;-2847,7;-28884,4;-9,2;;;;;;
Empresa: 7 - MG S - REDE DOM PEDRO DE POSTOS LTDA (DP POUSO;;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 124;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;14027;10000;24027;0;18242;5841,118;5785;56,1;56,1;1
2026-05-02;0;18242;0;18242;0;17152;946,48;1090;-143,5;-87,4;-1,3
2026-05-03;0;17152;0;17152;0;13715;3568,284;3437;131,3;43,9;0,4
2026-05-04;0;13715;12000;25715;0;20998;4826,022;4717;109;152,9;1
2026-05-05;0;20998;5000;25998;0;20545;5421,815;5453;-31,2;121,7;0,6
2026-05-06;0;20545;0;20545;0;15277;4760,139;5268;-507,9;-386,2;-1,5
2026-05-07;0;15277;10000;25277;0;21895;3677,361;3382;295,4;-90,8;-0,3
2026-05-08;0;21895;0;21895;0;16528;5062,538;5367;-304,5;-395,3;-1,2
2026-05-09;0;16528;0;16528;0;13094;3633,127;3434;199,1;-196,2;-0,5
2026-05-10;0;13094;10000;23094;0;20545;2957,345;2549;408,3;212,1;0,5
2026-05-11;0;20545;0;20545;0;17931;2830,953;2614;217;429,1;1
2026-05-12;0;17931;10000;27931;0;21148;6284,024;6783;-499;-69,9;-0,1
2026-05-13;0;21148;0;21148;0;16996;4184,054;4152;32,1;-37,8;-0,1
2026-05-14;0;16996;10000;26996;0;22043;5119,9;4953;166,9;129,1;0,2
2026-05-15;0;22043;0;22043;0;18066;3306,442;3977;-670,6;-541,5;-0,9
2026-05-16;0;18066;10000;28066;0;25173;3493,626;2893;600,6;59,1;0,1
2026-05-17;0;25173;0;25173;0;23499;1569,187;1674;-104,8;-45,7;-0,1
2026-05-18;0;23499;5000;28499;0;24763;3694,66;3736;-41,3;-87;-0,1
2026-05-19;0;24763;0;24763;0;20545;4224,787;4218;6,8;-80,2;-0,1
2026-05-20;0;20545;10000;30545;0;24625;5991,911;5920;71,9;-8,3;0
2026-05-21;0;24625;0;24625;0;18861;5787,365;5764;23,4;15,1;0
2026-05-22;0;18861;112,04;18973,04;0;13094;5656,848;5879,04;-222,2;-207,1;-0,2
2026-05-23;0;13094;0;13094;0;10790;1909,536;2304;-394,5;-601,6;-0,6
2026-05-24;0;10790;0;10790;0;7457;3181,154;3333;-151,8;-753,4;-0,8
2026-05-25;0;7457;10000;17457;0;12784;5121,126;4673;448,1;-305,3;-0,3
2026-05-26;0;12784;10000;22784;0;18552;4332,804;4232;100,8;-204,5;-0,2
2026-05-27;0;18552;0;18552;0;14183;4288,485;4369;-80,5;-285;-0,3
2026-05-28;0;14183;10000;24183;0;21148;3225,842;3035;190,8;-94,2;-0,1
2026-05-29;0;21148;5000;26148;0;21597;4717,373;4551;166,4;72,2;0,1
2026-05-30;0;21597;5000;26597;0;23499;3068,057;3098;-29,9;42,3;0
2026-05-31;0;23499;0;23499;0;20847;2315,009;2652;-337;-294,7;-0,2
Total acumulado combustível;124997,372;125292,04;-294,7;-3438,5;-4;;;;;;
Combustível: 2 - GASOLINA COMUM;Tanques vinculados: 125;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;16996;10000;26996;0;22777;3918,026;4219;-301;-301;-7,7
2026-05-02;0;22777;0;22777;0;19936;3039,641;2841;198,6;-102,4;-1,5
2026-05-03;0;19936;0;19936;0;12320;6898,116;7616;-717,9;-820,3;-5,9
2026-05-04;0;12320;0;12320;0;8557;4225,658;3763;462,7;-357,6;-2
2026-05-05;0;8557;10000;18557;0;16372;2424,465;2185;239,5;-118,1;-0,6
2026-05-06;0;16372;0;16372;0;13094;2939,952;3278;-338;-456,1;-1,9
2026-05-07;0;13094;5000;18094;0;14651;3820,548;3443;377,5;-78,6;-0,3
2026-05-08;0;14651;5000;19651;0;15902;4019,794;3749;270,8;192,2;0,6
2026-05-09;0;15902;5000;20902;0;17931;2316,747;2971;-654,3;-462,1;-1,4
2026-05-10;0;17931;5000;22931;0;19630;3568,82;3301;267,8;-194,3;-0,5
2026-05-11;0;19630;0;19630;0;15277;4273,807;4353;-79,2;-273,5;-0,7
2026-05-12;0;15277;0;15277;0;12474;2749,17;2803;-53,8;-327,3;-0,7
2026-05-13;0;12474;12000;24474;0;21597;3224,81;2877;347,8;20,5;0
2026-05-14;0;21597;0;21597;0;18242;3257,891;3355;-97,1;-76,6;-0,2
2026-05-15;0;18242;0;18242;0;14183;3860,967;4059;-198;-274,6;-0,5
2026-05-16;0;14183;10000;24183;0;21298;2884,471;2885;-0,5;-275,1;-0,5
2026-05-17;0;21298;0;21298;0;16996;3792,905;4302;-509,1;-784,2;-1,3
2026-05-18;0;16996;0;16996;0;13404;4106,504;3592;514,5;-269,7;-0,4
2026-05-19;0;13404;0;13404;0;10337;2846,857;3067;-220,1;-489,8;-0,7
2026-05-20;0;10337;10000;20337;0;16840;3778,868;3497;281,9;-207,9;-0,3
2026-05-21;0;16840;5000;21840;0;19015;2920,924;2825;95,9;-112;-0,1
2026-05-22;0;19015;5000;24015;0;20696;3081,554;3319;-237,4;-349,4;-0,4
2026-05-23;0;20696;0;20696;0;18086;2817,806;2610;207,8;-141,6;-0,2
2026-05-24;0;18086;0;18086;0;13404;4450,625;4682;-231,4;-373;-0,4
2026-05-25;0;13404;10000;23404;0;20089;3749,141;3315;434,1;61,1;0,1
2026-05-26;0;20089;0;20089;0;16684;2955,4;3405;-449,6;-388,5;-0,4
2026-05-27;0;16684;0;16684;0;14027;2791,34;2657;134,3;-254,2;-0,3
2026-05-28;0;14027;5000;19027;0;16215;2777,94;2812;-34,1;-288,3;-0,3
2026-05-29;0;16215;7000;23215;0;20696;2907,863;2519;388,9;100,6;0,1
2026-05-30;0;20696;0;20696;0;17464;2588,856;3232;-643,1;-542,5;-0,5
2026-05-31;0;17464;0;17464;0;13560;3703,348;3904;-200,7;-743,2;-0,7
Total acumulado combustível;106692,814;107436;-743,2;-8687,5;-29,6;;;;;;
Combustível: 2309 - DIESEL S 10;Tanques vinculados: 122 - 128 - 129 - 120;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;27781;67000;94781;0;57024,104;37287,357;37756,896;-469,5;-469,5;0
2026-05-02;0;57024,104;35000;92024,104;0;63400;30049,38;28624,104;1425,2;955,7;-1,4
2026-05-03;0;63400;21000;84400;0;50314;33450,161;34086;-635,8;319,9;-0,8
2026-05-04;0;50314;40000;90314;0;47880;41985,869;42434;-448,1;-128,2;2,3
2026-05-05;0;47880;47100;94980;0;40363;53946,719;54617;-670,4;-798,6;5,5
2026-05-06;0;40363;41000;81363;0;42522;38476,85;38841;-364,2;-1162,8;2,2
2026-05-07;0;42522;38600;81122;0;25216;55172,047;55906;-733,9;-1896,7;2,9
2026-05-08;0;25216;70000;95216;0;52203;44883,461;43013;1870,5;-26,2;-0,5
2026-05-09;0;52203;41000;93203;0;46809;44361,008;46394;-2033;-2059,2;0,3
2026-05-10;0;46809;20000;66809;0;34773;32852,769;32036;816,7;-1242,5;-0,3
2026-05-11;0;34773;54600;89373;0;42148;47589,669;47225;364,7;-877,8;-0,7
2026-05-12;0;42148;57000;99148;0;48552;51485,155;50596;889,1;11,3;13,4
2026-05-13;0;48552;27750;76302;0;22217;51417,806;54085;-2667,1;-2655,8;-17,2
2026-05-14;0;22217;45000;67217;0;19463;48657,028;47754;903;-1752,8;-0,8
2026-05-15;0;19463;62000;81463;0;32027;49264,303;49436;-171,8;-1924,6;-15,2
2026-05-16;0;32027;51000;83027;0;50985;30536,623;32042;-1505,4;-3430;-1
2026-05-17;0;50985;35000;85985;0;45765;41341,872;40220;1121,8;-2308,2;-1,4
2026-05-18;0;45765;46000;91765;0;53518;40811,445;38247;2564,4;256,2;1
2026-05-19;0;53518;35000;88518;0;38467;49102,59;50051;-948,3;-692,1;0,8
2026-05-20;0;38467;66000;104467;0;53017;52745,406;51450;1295,5;603,4;9
2026-05-21;0;53017;46000;99017;0;45914;52612,701;53103;-490,3;113,1;-15,6
2026-05-22;0;45914;67750;113664;0;59504;53126,073;54160;-1034;-920,9;-15,5
2026-05-23;0;59504;28307,027;87811,027;0;50038;39038,005;37773,027;1264,9;344;-15,3
2026-05-24;0;50038;33500;83538;0;48329;35145,659;35209;-63,4;280,6;0,3
2026-05-25;0;48329;35000;83329;0;41511;41367,126;41818;-450,9;-170,3;0,7
2026-05-26;0;41511;45520;87031;0;40143;44246,925;46888;-2641,2;-2811,5;-1,3
2026-05-27;0;40143;35000;75143;0;27272;49997,134;47871;2126,1;-685,4;-14,1
2026-05-28;0;27272;65000;92272;0;40713;52408,201;51559;849,2;163,8;8,9
2026-05-29;0;40713;39500;80213;0;39728;40090,019;40485;-395;-231,2;9,3
2026-05-30;0;39728;37750;77478;0;42807;34619,099;34671;-52;-283,2;9,1
2026-05-31;0;42807;37750;80557;0;49946;30268,93;30611;-342,1;-625,3;0,8
Total acumulado combustível;1348337,39;1348962,027;-625,3;-24104,8;-34,6;;;;;;
Combustível: 3 - ETANOL;Tanques vinculados: 126;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;8714;5000;13714;0;11725;1969,193;1989;-19,8;-19,8;-1
2026-05-02;0;11725;0;11725;0;10326;1366,316;1399;-32,7;-52,5;-1,6
2026-05-03;0;10326;0;10326;0;5082;5268,844;5244;24,8;-27,7;-0,3
2026-05-04;0;5082;0;5082;0;2872;2052,768;2210;-157,2;-184,9;-1,7
2026-05-05;0;2872;10000;12872;0;12008;1362,73;864;498,7;313,8;2,6
2026-05-06;0;12008;0;12008;0;9641;1975,649;2367;-391,4;-77,6;-0,6
2026-05-07;0;9641;0;9641;0;8012;1809,877;1629;180,9;103,3;0,7
2026-05-08;0;8012;0;8012;0;6224;1839,116;1788;51,1;154,4;0,9
2026-05-09;0;6224;5000;11224;0;10477;1318,18;747;571,2;725,6;3,8
2026-05-10;0;10477;0;10477;0;6999;2728,215;3478;-749,8;-24,2;-0,1
2026-05-11;0;6999;0;6999;0;4784;2229,831;2215;14,8;-9,4;0
2026-05-12;0;4784;0;4784;0;2939;1695,093;1845;-149,9;-159,3;-0,6
2026-05-13;0;2939;10000;12939;0;12078;1268,608;861;407,6;248,3;0,9
2026-05-14;0;12078;0;12078;0;10023;2007,679;2055;-47,3;201;0,7
2026-05-15;0;10023;0;10023;0;7778;2080,114;2245;-164,9;36,1;0,1
2026-05-16;0;7778;5000;12778;0;11145;1643,885;1633;10,9;47;0,1
2026-05-17;0;11145;0;11145;0;8869;2260,676;2276;-15,3;31,7;0,1
2026-05-18;0;8869;0;8869;0;6610;2200,306;2259;-58,7;-27;-0,1
2026-05-19;0;6610;0;6610;0;4858;1532,274;1752;-219,7;-246,7;-0,6
2026-05-20;0;4858;10000;14858;0;13592;1673,59;1266;407,6;160,9;0,4
2026-05-21;0;13592;0;13592;0;11725;1909,473;1867;42,5;203,4;0,5
2026-05-22;0;11725;0;11725;0;9718;1922,194;2007;-84,8;118,6;0,3
2026-05-23;0;9718;0;9718;0;8246;1387,368;1472;-84,6;34;0,1
2026-05-24;0;8246;0;8246;0;5764;2354,645;2482;-127,4;-93,4;-0,2
2026-05-25;0;5764;0;5764;0;3556;2095,901;2208;-112,1;-205,5;-0,4
2026-05-26;0;3556;10000;13556;0;11867;2077,206;1689;388,2;182,7;0,4
2026-05-27;0;11867;0;11867;0;10627;1361,156;1240;121,2;303,9;0,6
2026-05-28;0;10627;0;10627;0;8791;1515,606;1836;-320,4;-16,5;0
2026-05-29;0;8791;0;8791;0;6765;2104,853;2026;78,9;62,4;0,1
2026-05-30;0;6765;5000;11765;0;10776;1138,876;989;149,9;212,3;0,4
2026-05-31;0;10776;0;10776;0;8012;2326,469;2764;-437,5;-225,2;-0,4
Total acumulado combustível;60476,691;60702;-225,2;1769,7;5,1;;;;;;
Combustível: 7321 - ARLA A GRANEL;Tanques vinculados: 130;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;5100;0;5100;0;3200;1642,368;1900;-257,6;-257,6;-15,7
2026-05-02;0;3200;6000;9200;0;8200;1245,106;1000;245,1;-12,5;-0,4
2026-05-03;0;8200;0;8200;0;6500;1641,731;1700;-58,3;-70,8;-1,6
2026-05-04;0;6500;0;6500;0;4800;1795,308;1700;95,3;24,5;0,4
2026-05-05;0;4800;0;4800;0;2200;2462,097;2600;-137,9;-113,4;-1,3
2026-05-06;0;2200;6000;8200;0;6150;1881,851;2050;-168,1;-281,5;-2,6
2026-05-07;0;6150;0;6150;0;3800;2609,374;2350;259,4;-22,1;-0,2
2026-05-08;0;3800;0;3800;0;2050;1701,317;1750;-48,7;-70,8;-0,5
2026-05-09;0;2050;7500;9550;0;7300;2303,631;2250;53,6;-17,2;-0,1
2026-05-10;0;7300;0;7300;0;5700;1797,64;1600;197,6;180,4;0,9
2026-05-11;0;5700;0;5700;0;3300;2276,955;2400;-123;57,4;0,3
2026-05-12;0;3300;0;3300;0;1700;1761,544;1600;161,5;218,9;0,9
2026-05-13;0;1700;5000;6700;0;5499;1125,916;1201;-75,1;143,8;0,6
2026-05-14;0;5499;0;5499;0;2590;2902,939;2909;-6,1;137,7;0,5
2026-05-15;0;2590;5500;8090;0;5900;2064,772;2190;-125,2;12,5;0
2026-05-16;0;5900;0;5900;0;4200;1664,943;1700;-35,1;-22,6;-0,1
2026-05-17;0;4200;0;4200;0;2500;1916,097;1700;216,1;193,5;0,6
2026-05-18;0;2500;5000;7500;0;5954;1792,131;1546;246,1;439,6;1,3
2026-05-19;0;5954;0;5954;0;3090;2728,025;2864;-136;303,6;0,8
2026-05-20;0;3090;4500;7590;0;4999;2668,332;2591;77,3;380,9;1
2026-05-21;0;4999;0;4999;0;2500;2465,344;2499;-33,7;347,2;0,8
2026-05-22;0;2500;5554,571;8054,571;0;5000;2635,587;3054,571;-419;-71,8;-0,2
2026-05-23;0;5000;0;5000;0;3681;1713,085;1319;394,1;322,3;0,7
2026-05-24;0;3681;0;3681;0;2045;1749,445;1636;113,4;435,7;0,9
2026-05-25;0;2045;0;2045;0;1090;913,085;955;-41,9;393,8;0,8
2026-05-26;0;1090;6000;7090;0;6200;962,946;890;72,9;466,7;0,9
2026-05-27;0;6200;0;6200;0;4727;1622,974;1473;150;616,7;1,2
2026-05-28;0;4727;4500;9227;0;6727;2646,325;2500;146,3;763;1,4
2026-05-29;0;6727;0;6727;0;4999;1646,209;1728;-81,8;681,2;1,2
2026-05-30;0;4999;3000;7999;0;6000;1717,121;1999;-281,9;399,3;0,7
2026-05-31;0;6000;0;6000;0;4900;1052,184;1100;-47,8;351,5;0,6
Total acumulado combustível;59106,382;58754,571;351,5;5929,9;-6,2;;;;;;
Total geral da empresa;1699610,649;1701146,638;-1536,9;-28531,2;-69,3;;;;;;
Empresa: 5 - SP - REDE DOM PEDRO DE POSTOS LTDA (DP PINDA N;;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 2157;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;23642;0;23642;0;16996;6348,438;6646;-297,6;-297,6;-4,7
2026-05-02;0;16996;10000;26996;0;24347;3093,766;2649;444,8;147,2;1,6
2026-05-03;0;24347;0;24347;0;20089;4131,877;4258;-126,1;21,1;0,2
2026-05-04;0;20089;0;20089;0;13560;6471,655;6529;-57,3;-36,2;-0,2
2026-05-05;0;13560;17600;31160;0;26870;5054,746;4290;764,7;728,5;2,9
2026-05-06;0;26870;5000;31870;0;23784;7964,984;8086;-121;607,5;1,8
2026-05-07;0;23784;5000;28784;0;20847;7937,962;7937;1;608,5;1,5
2026-05-08;0;20847;0;20847;0;9737;10232,034;11110;-878;-269,5;-0,5
2026-05-09;0;9737;15000;24737;0;18552;6051,347;6185;-133,7;-403,2;-0,7
2026-05-10;0;18552;0;18552;0;15433;3181,349;3119;62,3;-340,9;-0,6
2026-05-11;0;15433;0;15433;0;10337;5114,533;5096;18,5;-322,4;-0,5
2026-05-12;0;10337;20000;30337;0;22777;7594,778;7560;34,8;-287,6;-0,4
2026-05-13;0;22777;0;22777;0;16215;6561,303;6562;-0,7;-288,3;-0,4
2026-05-14;0;16215;10000;26215;0;18706;7435,918;7509;-73,1;-361,4;-0,4
2026-05-15;0;18706;10000;28706;0;22485;6163,906;6221;-57,1;-418,5;-0,4
2026-05-16;0;22485;8000;30485;0;25842;4576,186;4643;-66,8;-485,3;-0,5
2026-05-17;0;25842;0;25842;0;19323;6466,129;6519;-52,9;-538,2;-0,5
2026-05-18;0;19323;0;19323;0;11552;7703,884;7771;-67,1;-605,3;-0,5
2026-05-19;0;11552;15000;26552;0;18086;9062,515;8466;596,5;-8,8;0
2026-05-20;0;18086;0;18086;0;7127;10308,455;10959;-650,5;-659,3;-0,5
2026-05-21;0;7127;15000;22127;0;14183;8027,766;7944;83,8;-575,5;-0,4
2026-05-22;0;14183;10000;24183;0;11858;12254,004;12325;-71;-646,5;-0,4
2026-05-23;0;11858;17400;29258;0;24207;5595,428;5051;544,4;-102,1;-0,1
2026-05-24;0;24207;0;24207;0;19169;4802,324;5038;-235,7;-337,8;-0,2
2026-05-25;0;19169;0;19169;0;12474;6651,392;6695;-43,6;-381,4;-0,2
2026-05-26;0;12474;20000;32474;0;19936;12693,661;12538;155,7;-225,7;-0,1
2026-05-27;0;19936;12000;31936;0;21597;10212,751;10339;-126,2;-351,9;-0,2
2026-05-28;0;21597;0;21597;0;8850;12785,062;12747;38,1;-313,8;-0,2
2026-05-29;0;8850;13000;21850;0;14651;7143,569;7199;-55,4;-369,2;-0,2
2026-05-30;0;14651;12000;26651;0;24347;2299,165;2304;-4,8;-374;-0,2
2026-05-31;0;24347;0;24347;0;19169;5205,292;5178;27,3;-346,7;-0,2
Total acumulado combustível;219126,179;219473;-346,7;-7234,3;-5,2;;;;;;
Combustível: 2 - GASOLINA COMUM;Tanques vinculados: 62;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;10552;0;10552;0;9333;1226,924;1219;7,9;7,9;0,6
2026-05-02;0;9333;0;9333;0;8558;673,674;775;-101,3;-93,4;-4,9
2026-05-03;0;8558;0;8558;0;7076;1505,766;1482;23,8;-69,6;-2
2026-05-04;0;7076;0;7076;0;3001;785,706;4075;-3289,3;-3358,9;-80,1
2026-05-05;0;3001;5000;8001;0;10998;500,912;-2997;3497,9;139;3
2026-05-06;0;10998;0;10998;0;10251;700,064;747;-46,9;92,1;1,7
2026-05-07;0;10251;0;10251;0;9410;844,566;841;3,6;95,7;1,5
2026-05-08;0;9410;0;9410;0;8558;686,277;852;-165,7;-70;-1
2026-05-09;0;8558;0;8558;0;7622;931,233;936;-4,8;-74,8;-1
2026-05-10;0;7622;0;7622;0;6533;1121,574;1089;32,6;-42,2;-0,5
2026-05-11;0;6533;0;6533;0;5611;950,343;922;28,3;-13,9;-0,1
2026-05-12;0;5611;0;5611;0;5082;534,683;529;5,7;-8,2;-0,1
2026-05-13;0;5082;5000;10082;0;9024;959,596;1058;-98,4;-106,6;-0,9
2026-05-14;0;9024;0;9024;0;8168;925,606;856;69,6;-37;-0,3
2026-05-15;0;8168;0;8168;0;7154;1036,69;1014;22,7;-14,3;-0,1
2026-05-16;0;7154;0;7154;0;6147;966,132;1007;-40,9;-55,2;-0,4
2026-05-17;0;6147;0;6147;0;4710;1411,816;1437;-25,2;-80,4;-0,5
2026-05-18;0;4710;5600;10310;0;9102;1171,397;1208;-36,6;-117;-0,7
2026-05-19;0;9102;0;9102;0;8480;554,616;622;-67,4;-184,4;-1,1
2026-05-20;0;8480;0;8480;0;7388;1108,351;1092;16,4;-168;-0,9
2026-05-21;0;7388;0;7388;0;6688;686,674;700;-13,3;-181,3;-0,9
2026-05-22;0;6688;0;6688;0;5535;1030,795;1153;-122,2;-303,5;-1,5
2026-05-23;0;5535;5000;10535;0;9947;707,435;588;119,4;-184,1;-0,9
2026-05-24;0;9947;0;9947;0;8791;1122,6;1156;-33,4;-217,5;-1
2026-05-25;0;8791;0;8791;0;7856;933,429;935;-1,6;-219,1;-0,9
2026-05-26;0;7856;0;7856;0;7154;669,899;702;-32,1;-251,2;-1,1
2026-05-27;0;7154;5000;12154;0;11509;632,313;645;-12,7;-263,9;-1,1
2026-05-28;0;11509;0;11509;0;10701;791,989;808;-16;-279,9;-1,1
2026-05-29;0;10701;0;10701;0;9871;852,786;830;22,8;-257,1;-1
2026-05-30;0;9871;0;9871;0;8636;1256,754;1235;21,8;-235,3;-0,9
2026-05-31;0;8636;0;8636;0;7232;1403,15;1404;-0,8;-236,1;-0,8
Total acumulado combustível;28683,75;28920;-236,1;-6788,2;-99;;;;;;
Combustível: 2309 - DIESEL S 10;Tanques vinculados: 2156 - 2155;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;45081;10000;55081;0;43095;11954,942;11986;-31,1;-31,1;-31,2
2026-05-02;0;43095;18000;61095;0;52718;8727,348;8377;350,3;319,2;27,4
2026-05-03;0;52718;435,15;53153,15;0;45699;7466,347;7454,15;12,2;331,4;25
2026-05-04;0;45699;0;45699;0;32304;12742,397;13395;-652,6;-321,2;-54,5
2026-05-05;0;32304;26000;58304;0;43177;15525,217;15127;398,3;77,1;42,1
2026-05-06;0;43177;12000;55177;0;37372;17708,891;17805;-96,1;-19;-4,7
2026-05-07;0;37372;25000;62372;0;46347;16299,421;16025;274,4;255,4;8,9
2026-05-08;0;46347;5000;51347;0;38884;12652,524;12463;189,5;444,9;-10,4
2026-05-09;0;38884;0;38884;0;25723;12398,391;13161;-762,6;-317,7;-5,5
2026-05-10;0;25723;0;25723;0;18064;7256,105;7659;-402,9;-720,6;11,2
2026-05-11;0;18064;25000;43064;0;32361;11111,241;10703;408,2;-312,4;18,8
2026-05-12;0;32361;25000;57361;0;40471;17078,413;16890;188,5;-123,9;21,7
2026-05-13;0;40471;0;40471;0;21170;18024,047;19301;-1276,9;-1400,8;22,8
2026-05-14;0;21170;25000;46170;0;30866;15914,505;15304;610,5;-790,3;24,4
2026-05-15;0;30866;25000;55866;0;40781;15550,66;15085;465,6;-324,7;-24,1
2026-05-16;0;40781;12600;53381;0;39550;13974,789;13831;143,8;-180,9;-19,6
2026-05-17;0;39550;0;39550;0;29616;9684,016;9934;-250;-430,9;18,5
2026-05-18;0;29616;0;29616;0;16979;12099,518;12637;-537,5;-968,4;17,6
2026-05-19;0;16979;46500;63479;0;44523;19761,357;18956;805,4;-163;-18,1
2026-05-20;0;44523;0;44523;0;19182;25103,414;25341;-237,6;-400,6;-16,5
2026-05-21;0;19182;43500;62682;0;47634;15757,067;15048;709,1;308,5;14,9
2026-05-22;0;47634;0;47634;0;32561;14759,543;15073;-313,4;-4,9;14,7
2026-05-23;0;32561;29500;62061;0;48124;14120,175;13937;183,2;178,3;-15,4
2026-05-24;0;48124;0;48124;0;37103;10838,962;11021;-182;-3,7;-14,2
2026-05-25;0;37103;0;37103;0;24194;12692,308;12909;-216,7;-220,4;11,8
2026-05-26;0;24194;18000;42194;0;26659;15339,796;15535;-195,2;-415,6;-12,8
2026-05-27;0;26659;25000;51659;0;38054;14145,869;13605;540,9;125,3;5,8
2026-05-28;0;38054;0;38054;0;41545;19757,96;-3491;23249;23374,3;15,5
2026-05-29;0;41545;23000;64545;0;47271;17265,458;17274;-8,5;23365,8;-1,8
2026-05-30;0;47271;5000;52271;0;40153;11992,391;12118;-125,6;23240,2;10,8
2026-05-31;0;40153;0;40153;0;29500;10058,781;10653;-594,2;22646;10,5
Total acumulado combustível;437761,853;415116,15;22646;87516,3;93,6;;;;;;
Combustível: 3 - ETANOL;Tanques vinculados: 61;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;6147;0;6147;0;5535;583,347;612;-28,7;-28,7;-4,9
2026-05-02;0;5535;0;5535;0;5157;320,189;378;-57,8;-86,5;-9,6
2026-05-03;0;5157;0;5157;0;4636;561,101;521;40,1;-46,4;-3,2
2026-05-04;0;4636;0;4636;0;4415;237,326;221;16,3;-30,1;-1,8
2026-05-05;0;4415;5000;9415;0;9256;233,655;159;74,7;44,6;2,3
2026-05-06;0;9256;0;9256;0;8869;425,705;387;38,7;83,3;3,5
2026-05-07;0;8869;0;8869;0;8558;291,626;311;-19,4;63,9;2,4
2026-05-08;0;8558;0;8558;0;8012;448,156;546;-97,8;-33,9;-1,1
2026-05-09;0;8012;0;8012;0;7778;279,113;234;45,1;11,2;0,3
2026-05-10;0;7778;0;7778;0;7622;192,364;156;36,4;47,6;1,3
2026-05-11;0;7622;0;7622;0;7154;458,229;468;-9,8;37,8;0,9
2026-05-12;0;7154;0;7154;0;6921;239,815;233;6,8;44,6;1
2026-05-13;0;6921;0;6921;0;6688;189,001;233;-44;0,6;0
